description,unspsc_code
Shipment: 25 x Fresh ripe bananas,50192102
"Procurement request: Workstation laptop, 5 pcs",43211503
Order of White latex paint,31211504
Shipment: 2 x Long grain white rice,50201700
Requisition for 100m copper wire roll,26121505
Shipment: 5 x Interior wall paint white,31211504
"Invoice: Basmati rice 2kg, qty 50",50201700
Shipment: 5 x Banana bunch large,50192102
Requisition for Long grain white rice,50201700
Requisition for Cavendish bananas 1kg,50192102
Acquired 1 units of Single core copper cable,26121505
Requisition for Flexible wire 1.5mm,26121505
Line item: Loose apples (kg),50192101
Purchased: Steamed white rice - 1 units,50201700
Purchased: Heavy concrete board - 1 units,30111504
Line item: Wall coating matte white,31211504
Shipment: 1 x Organic bananas,50192102
Order of Workstation laptop,43211503
Line item: Gigabit router,43222609
Requisition for Construction steel rods,30102307
"Invoice: Matte white emulsion 5L, qty 50",31211504
Purchased: 5 litre matte paint - 50 units,31211504
Acquired 1 units of House wiring cable,26121505
"Procurement request: Pro business laptop, 50 pcs",43211503
"Invoice: Banana bunch large, qty 1",50192102
Line item: 10mm rebar,30102307
Supply of White latex paint,31211504
Acquired 2 units of Fresh gala apples,50192101
Purchased: Matte white emulsion 5L - 5 units,31211504
"Procurement request: Reinforcement bar bundle, 50 pcs",30102307
Requisition for Office network router,43222609
Line item: Mild steel bars,30102307
Supply of Banana bunch large,50192102
Supply of Bag of green apples,50192101
Purchased: Yellow bananas - 25 units,50192102
Requisition for Laptop with 16GB RAM,43211503
Wireless internet router for site delivery,43222609
Shipment: 10 x Mild steel bars,30102307
"Procurement request: Fresh ripe bananas, 1 pcs",50192102
Line item: Long grain white rice,50201700
"Invoice: Carton of eggs, qty 10",50131705
Shipment: 2 x Dual-band WiFi 6 router,43222609
Mild steel bars for site delivery,30102307
Line item: Long grain white rice,50201700
Shipment: 2 x Loose apples (kg),50192101
"Invoice: Wall panel concrete 1x2m, qty 1",30111504
Purchased: Panel made of concrete - 10 units,30111504
"Procurement request: Precast concrete slab, 10 pcs",30111504
Requisition for White latex paint,31211504
Order of Dozen large eggs,50131705
Acquired 25 units of Mild steel bars,30102307
Order of Fresh white eggs,50131705
Line item: Workstation laptop,43211503
"Procurement request: Precast concrete slab, 50 pcs",30111504
Supply of Matte white emulsion 5L,31211504
Order of Dual-band WiFi 6 router,43222609
"Invoice: Steel rebars 10mm, qty 50",30102307
Purchased: Steamed white rice - 12 units,50201700
Line item: Carton of eggs,50131705
"Procurement request: 5 litre matte paint, 1 pcs",31211504
"Procurement request: Mild steel bars, 12 pcs",30102307
Requisition for White jasmine rice,50201700
Supply of Matte white emulsion 5L,31211504
Supply of Wall panel concrete 1x2m,30111504
Supply of Organic hen eggs,50131705
"Invoice: Yellow bananas, qty 2",50192102
Acquired 1 units of Steamed white rice,50201700
Purchased: Red Washington apples 1kg - 50 units,50192101
Shipment: 2 x Electric cable insulated,26121505
"Procurement request: Fresh ripe bananas, 1 pcs",50192102
Supply of Interior wall paint white,31211504
Acquired 5 units of Red Washington apples 1kg,50192101
Order of Construction steel rods,30102307
Acquired 2 units of Wall coating matte white,31211504
"Invoice: Wireless internet router, qty 1",43222609
Electric cable insulated for site delivery,26121505
Steamed white rice for site delivery,50201700
Requisition for Long grain white rice,50201700
Acquired 12 units of Fresh gala apples,50192101
Purchased: Organic bananas - 25 units,50192102
Order of Steamed white rice,50201700
Supply of House wiring cable,26121505
Shipment: 2 x Fresh white eggs,50131705
Order of Red Washington apples 1kg,50192101
Supply of Steel rebars 10mm,30102307
Shipment: 1 x Fresh ripe bananas,50192102
Requisition for Dozen large eggs,50131705
"Procurement request: Pro business laptop, 50 pcs",43211503
Line item: Loose apples (kg),50192101
Purchased: Cavendish bananas 1kg - 10 units,50192102
"Procurement request: Loose apples (kg), 1 pcs",50192101
Yellow bananas for site delivery,50192102
"Procurement request: Workstation laptop, 5 pcs",43211503
Line item: Office network router,43222609
Requisition for Mild steel bars,30102307
Office network router for site delivery,43222609
Requisition for Reinforcement bar bundle,30102307
Shipment: 10 x Cavendish bananas 1kg,50192102
Acquired 10 units of Yellow bananas,50192102
Purchased: Reinforcement bar bundle - 12 units,30102307
Office network router for site delivery,43222609
Shipment: 12 x White jasmine rice,50201700
"Procurement request: Matte white emulsion 5L, 5 pcs",31211504
Shipment: 1 x 12-pack eggs,50131705
Acquired 10 units of Wall coating matte white,31211504
"Invoice: 14"" business notebook, qty 25",43211503
Supply of Construction steel rods,30102307
Supply of Basmati rice 2kg,50201700
"Invoice: White jasmine rice, qty 10",50201700
Purchased: Long grain white rice - 1 units,50201700
"14"" business notebook for site delivery",43211503
Fresh white eggs for site delivery,50131705
Laptop with 16GB RAM for site delivery,43211503
Acquired 2 units of 10mm rebar,30102307
Requisition for Yellow bananas,50192102
Requisition for Long grain white rice,50201700
Supply of Dozen large eggs,50131705
Acquired 12 units of Office network router,43222609
Acquired 10 units of Steamed white rice,50201700
Requisition for Fresh gala apples,50192101
Order of Electric cable insulated,26121505
Purchased: Pro business laptop - 10 units,43211503
Requisition for Wall panel concrete 1x2m,30111504
"Procurement request: Matte white emulsion 5L, 12 pcs",31211504
Line item: Construction steel rods,30102307
Order of Reinforcement bar bundle,30102307
Purchased: Gigabit router - 5 units,43222609
Supply of Fresh ripe bananas,50192102
Line item: Long grain white rice,50201700
Shipment: 2 x Yellow bananas,50192102
"Invoice: Mild steel bars, qty 5",30102307
Acquired 2 units of Dozen large eggs,50131705
Acquired 1 units of Red Washington apples 1kg,50192101
Requisition for Carton of eggs,50131705
"Procurement request: Organic apples pack, 25 pcs",50192101
Line item: Carton of eggs,50131705
Line item: Single core copper cable,26121505
Line item: Pro business laptop,43211503
Order of Panel made of concrete,30111504
Construction steel rods for site delivery,30102307
Supply of Fresh ripe bananas,50192102
Requisition for Rice 5kg bag,50201700
Acquired 12 units of 100m copper wire roll,26121505
Order of 100m copper wire roll,26121505
Purchased: Organic bananas - 25 units,50192102
Purchased: Office network router - 1 units,43222609
Long grain white rice for site delivery,50201700
"Procurement request: Heavy concrete board, 50 pcs",30111504
"Invoice: Office network router, qty 25",43222609
Requisition for Basmati rice 2kg,50201700
Requisition for Pro business laptop,43211503
Acquired 1 units of Carton of eggs,50131705
Purchased: Yellow bananas - 12 units,50192102
Line item: Panel made of concrete,30111504
"Invoice: Steamed white rice, qty 25",50201700
Purchased: Red Washington apples 1kg - 25 units,50192101
Organic apples pack for site delivery,50192101
Purchased: Organic hen eggs - 50 units,50131705
Requisition for Steel rebars 10mm,30102307
White latex paint for site delivery,31211504
Shipment: 12 x Matte white emulsion 5L,31211504
Supply of Single core copper cable,26121505
Supply of Red Washington apples 1kg,50192101
Purchased: Precast concrete slab - 10 units,30111504
"Procurement request: Mild steel bars, 25 pcs",30102307
Acquired 50 units of Workstation laptop,43211503
Purchased: Gigabit router - 5 units,43222609
Line item: Long grain white rice,50201700
"Invoice: 100m copper wire roll, qty 10",26121505
Line item: Laptop with 16GB RAM,43211503
"Procurement request: Construction steel rods, 50 pcs",30102307
Shipment: 50 x Dual-band WiFi 6 router,43222609
"Line item: 14"" business notebook",43211503
Acquired 1 units of 10mm rebar,30102307
Requisition for Office laptop 512GB SSD,43211503
Purchased: Cavendish bananas 1kg - 10 units,50192102
Acquired 10 units of Red Washington apples 1kg,50192101
Line item: Wall coating matte white,31211504
Broadband router for site delivery,43222609
Supply of Wall coating matte white,31211504
"Procurement request: Matte white emulsion 5L, 10 pcs",31211504
Line item: Matte white emulsion 5L,31211504
Line item: Organic apples pack,50192101
Line item: Single core copper cable,26121505
Supply of Heavy concrete board,30111504
Shipment: 2 x Panel made of concrete,30111504
"Acquired 25 units of 14"" business notebook",43211503
"Invoice: Panel made of concrete, qty 25",30111504
Shipment: 25 x Organic bananas,50192102
5 litre matte paint for site delivery,31211504
Steamed white rice for site delivery,50201700
Line item: Interior wall paint white,31211504
Shipment: 1 x White latex paint,31211504
12-pack eggs for site delivery,50131705
Order of 5 litre matte paint,31211504
"Invoice: 10mm rebar, qty 25",30102307
Supply of Construction steel rods,30102307
Purchased: Panel made of concrete - 50 units,30111504
Purchased: Organic apples pack - 2 units,50192101
"Procurement request: White latex paint, 5 pcs",31211504
Acquired 1 units of Red Washington apples 1kg,50192101
Supply of Workstation laptop,43211503
Supply of Pro business laptop,43211503
Supply of Fresh gala apples,50192101
Line item: Dual-band WiFi 6 router,43222609
"Procurement request: Fresh white eggs, 25 pcs",50131705
Acquired 10 units of Fresh ripe bananas,50192102
Requisition for Banana bunch large,50192102
Line item: Loose apples (kg),50192101
Shipment: 5 x Banana bunch large,50192102
Acquired 12 units of Wall coating matte white,31211504
Shipment: 1 x Cavendish bananas 1kg,50192102
"Invoice: Broadband router, qty 5",43222609
Line item: Dual-band WiFi 6 router,43222609
Requisition for Electric cable insulated,26121505
Order of Fresh ripe bananas,50192102
Requisition for 5 litre matte paint,31211504
"Invoice: Concrete wall unit, qty 25",30111504
"Invoice: Panel made of concrete, qty 1",30111504
Shipment: 10 x Construction steel rods,30102307
Line item: White jasmine rice,50201700
"Invoice: Steamed white rice, qty 50",50201700
"Procurement request: Mild steel bars, 2 pcs",30102307
Requisition for Wall coating matte white,31211504
Concrete wall unit for site delivery,30111504
Purchased: Yellow bananas - 12 units,50192102
Purchased: Loose apples (kg) - 50 units,50192101
Supply of Laptop with 16GB RAM,43211503
Order of 10mm rebar,30102307
Acquired 25 units of Long grain white rice,50201700
Requisition for 5 litre matte paint,31211504
Acquired 12 units of 5 litre matte paint,31211504
Purchased: Wall panel concrete 1x2m - 5 units,30111504
"Procurement request: White latex paint, 1 pcs",31211504
Requisition for Flexible wire 1.5mm,26121505
"Acquired 10 units of 14"" business notebook",43211503
"Invoice: Broadband router, qty 5",43222609
"Invoice: Wall coating matte white, qty 10",31211504
Acquired 5 units of Wall panel concrete 1x2m,30111504
Shipment: 5 x Dual-band WiFi 6 router,43222609
Order of 5 litre matte paint,31211504
Acquired 25 units of Wireless internet router,43222609
"Procurement request: House wiring cable, 12 pcs",26121505
Order of Office laptop 512GB SSD,43211503
Line item: Heavy concrete board,30111504
"Procurement request: Rice 5kg bag, 2 pcs",50201700
Gigabit router for site delivery,43222609
"Procurement request: Fresh white eggs, 1 pcs",50131705
Office laptop 512GB SSD for site delivery,43211503
Purchased: House wiring cable - 1 units,26121505
Line item: Loose apples (kg),50192101
Acquired 12 units of Laptop with 16GB RAM,43211503
Supply of 12-pack eggs,50131705
Requisition for Heavy concrete board,30111504
Shipment: 12 x White jasmine rice,50201700
Line item: House wiring cable,26121505
Requisition for Dozen large eggs,50131705
Order of Organic bananas,50192102
Order of Steamed white rice,50201700
Shipment: 1 x Pro business laptop,43211503
Purchased: Fresh ripe bananas - 50 units,50192102
Shipment: 1 x Single core copper cable,26121505
Shipment: 50 x Office network router,43222609
Requisition for Office network router,43222609
"Procurement request: Dual-band WiFi 6 router, 1 pcs",43222609
Requisition for House wiring cable,26121505
Shipment: 25 x Organic bananas,50192102
Line item: Workstation laptop,43211503
Supply of Construction steel rods,30102307
Line item: 5 litre matte paint,31211504
Acquired 5 units of Steamed white rice,50201700
"Procurement request: Bag of green apples, 50 pcs",50192101
Requisition for Bag of green apples,50192101
Shipment: 5 x Wall panel concrete 1x2m,30111504
"Invoice: 14"" business notebook, qty 50",43211503
Acquired 10 units of Laptop with 16GB RAM,43211503
Acquired 12 units of Organic bananas,50192102
Shipment: 1 x 10mm rebar,30102307
"Invoice: 14"" business notebook, qty 5",43211503
Acquired 5 units of Fresh gala apples,50192101
"Invoice: Fresh white eggs, qty 50",50131705
Acquired 50 units of Rice 5kg bag,50201700
Purchased: Organic bananas - 12 units,50192102
Purchased: Pro business laptop - 50 units,43211503
Order of Steamed white rice,50201700
"Procurement request: Long grain white rice, 12 pcs",50201700
Order of Wireless internet router,43222609
Fresh ripe bananas for site delivery,50192102
Acquired 12 units of Reinforcement bar bundle,30102307
"Procurement request: Steamed white rice, 1 pcs",50201700
Order of Wall panel concrete 1x2m,30111504
"Procurement request: Pro business laptop, 2 pcs",43211503
"Procurement request: Fresh white eggs, 12 pcs",50131705
Order of White jasmine rice,50201700
Requisition for Rice 5kg bag,50201700
Requisition for Fresh gala apples,50192101
Supply of Workstation laptop,43211503
Requisition for Concrete wall unit,30111504
Purchased: Heavy concrete board - 2 units,30111504
Yellow bananas for site delivery,50192102
Purchased: Construction steel rods - 5 units,30102307
Fresh white eggs for site delivery,50131705
Purchased: Organic apples pack - 50 units,50192101
Supply of Organic bananas,50192102
Shipment: 10 x Office network router,43222609
"Invoice: Reinforcement bar bundle, qty 10",30102307
Shipment: 12 x White latex paint,31211504
Acquired 12 units of Dual-band WiFi 6 router,43222609
Shipment: 50 x House wiring cable,26121505
Shipment: 50 x Organic hen eggs,50131705
Supply of Gigabit router,43222609
Supply of Laptop with 16GB RAM,43211503
"Invoice: Single core copper cable, qty 12",26121505
Shipment: 25 x Wireless internet router,43222609
Order of Organic hen eggs,50131705
Requisition for White latex paint,31211504
Shipment: 5 x Steamed white rice,50201700
"Invoice: Bag of green apples, qty 1",50192101
Shipment: 5 x Fresh white eggs,50131705
Line item: Banana bunch large,50192102
Supply of Wireless internet router,43222609
Shipment: 50 x Banana bunch large,50192102
Order of Interior wall paint white,31211504
Order of Precast concrete slab,30111504
Supply of Loose apples (kg),50192101
"Procurement request: Organic apples pack, 10 pcs",50192101
"Invoice: Gigabit router, qty 2",43222609
"Procurement request: Workstation laptop, 2 pcs",43211503
Requisition for Single core copper cable,26121505
"Invoice: 5 litre matte paint, qty 2",31211504
Requisition for Reinforcement bar bundle,30102307
Supply of Red Washington apples 1kg,50192101
Loose apples (kg) for site delivery,50192101
Supply of Fresh gala apples,50192101
Office network router for site delivery,43222609
Acquired 12 units of Panel made of concrete,30111504
"Procurement request: Heavy concrete board, 1 pcs",30111504
Yellow bananas for site delivery,50192102
Purchased: Gigabit router - 25 units,43222609
Requisition for Organic hen eggs,50131705
Supply of Banana bunch large,50192102
Fresh white eggs for site delivery,50131705
Shipment: 25 x Steamed white rice,50201700
Shipment: 25 x Bag of green apples,50192101
Requisition for Heavy concrete board,30111504
"Invoice: Steamed white rice, qty 25",50201700
"Procurement request: Precast concrete slab, 25 pcs",30111504
Requisition for 10mm rebar,30102307
"Procurement request: Panel made of concrete, 1 pcs",30111504
House wiring cable for site delivery,26121505
Purchased: Construction steel rods - 1 units,30102307
"Invoice: Mild steel bars, qty 10",30102307
Order of Rice 5kg bag,50201700
Purchased: Office laptop 512GB SSD - 12 units,43211503
"Invoice: Flexible wire 1.5mm, qty 2",26121505
Order of Banana bunch large,50192102
Cavendish bananas 1kg for site delivery,50192102
Order of White jasmine rice,50201700
Shipment: 50 x Organic hen eggs,50131705
Acquired 12 units of Interior wall paint white,31211504
Shipment: 25 x Banana bunch large,50192102
"Invoice: Single core copper cable, qty 5",26121505
Supply of Organic hen eggs,50131705
Purchased: Steel rebars 10mm - 5 units,30102307
Supply of Concrete wall unit,30111504
Purchased: Fresh gala apples - 50 units,50192101
Purchased: Flexible wire 1.5mm - 50 units,26121505
Acquired 25 units of Dual-band WiFi 6 router,43222609
Supply of White jasmine rice,50201700
Supply of Fresh white eggs,50131705
Purchased: Matte white emulsion 5L - 5 units,31211504
Purchased: Yellow bananas - 1 units,50192102
Acquired 5 units of 10mm rebar,30102307
Requisition for 5 litre matte paint,31211504
Gigabit router for site delivery,43222609
Acquired 50 units of Wall coating matte white,31211504
"Invoice: Single core copper cable, qty 25",26121505
Acquired 12 units of Organic bananas,50192102
Line item: Broadband router,43222609
Line item: Precast concrete slab,30111504
"Invoice: 14"" business notebook, qty 12",43211503
"Procurement request: Rice 5kg bag, 50 pcs",50201700
Requisition for 100m copper wire roll,26121505
"Invoice: Gigabit router, qty 2",43222609
Electric cable insulated for site delivery,26121505
Acquired 50 units of 5 litre matte paint,31211504
Acquired 25 units of Precast concrete slab,30111504
Purchased: Red Washington apples 1kg - 12 units,50192101
Requisition for Banana bunch large,50192102
Line item: Laptop with 16GB RAM,43211503
"Invoice: 10mm rebar, qty 1",30102307
Line item: Concrete wall unit,30111504
Line item: Matte white emulsion 5L,31211504
Cavendish bananas 1kg for site delivery,50192102
Shipment: 2 x Wireless internet router,43222609
"14"" business notebook for site delivery",43211503
Purchased: Basmati rice 2kg - 2 units,50201700
"Procurement request: Banana bunch large, 5 pcs",50192102
Matte white emulsion 5L for site delivery,31211504
Purchased: Matte white emulsion 5L - 1 units,31211504
Order of Workstation laptop,43211503
Carton of eggs for site delivery,50131705
Line item: Fresh ripe bananas,50192102
Line item: Rice 5kg bag,50201700
"Procurement request: Workstation laptop, 10 pcs",43211503
Purchased: White jasmine rice - 25 units,50201700
Supply of Workstation laptop,43211503
Line item: Electric cable insulated,26121505
Requisition for Cavendish bananas 1kg,50192102
"Procurement request: Concrete wall unit, 2 pcs",30111504
Supply of Organic apples pack,50192101
Yellow bananas for site delivery,50192102
Requisition for Basmati rice 2kg,50201700
Steamed white rice for site delivery,50201700
"Invoice: Loose apples (kg), qty 2",50192101
Laptop with 16GB RAM for site delivery,43211503
Requisition for Electric cable insulated,26121505
"Invoice: Electric cable insulated, qty 25",26121505
"Procurement request: Organic bananas, 25 pcs",50192102
Requisition for Long grain white rice,50201700
Requisition for Panel made of concrete,30111504
Purchased: Loose apples (kg) - 25 units,50192101
Line item: Office laptop 512GB SSD,43211503
Order of Fresh ripe bananas,50192102
"Invoice: Wall panel concrete 1x2m, qty 25",30111504
"Invoice: Office network router, qty 50",43222609
Shipment: 1 x Mild steel bars,30102307
"Invoice: Interior wall paint white, qty 1",31211504
Supply of Organic apples pack,50192101
Shipment: 25 x Gigabit router,43222609
Purchased: 10mm rebar - 12 units,30102307
"Invoice: Dozen large eggs, qty 12",50131705
Supply of Dual-band WiFi 6 router,43222609
"Procurement request: Steel rebars 10mm, 25 pcs",30102307
"Invoice: 100m copper wire roll, qty 25",26121505
Order of Flexible wire 1.5mm,26121505
Supply of Basmati rice 2kg,50201700
"Invoice: Fresh gala apples, qty 5",50192101
"Procurement request: Organic apples pack, 50 pcs",50192101
Supply of Office laptop 512GB SSD,43211503
"Procurement request: Steamed white rice, 1 pcs",50201700
Supply of Precast concrete slab,30111504
Line item: Yellow bananas,50192102
Requisition for Office network router,43222609
Order of Laptop with 16GB RAM,43211503
"Procurement request: Rice 5kg bag, 10 pcs",50201700
Acquired 12 units of Construction steel rods,30102307
Acquired 12 units of Carton of eggs,50131705
"Procurement request: Fresh white eggs, 10 pcs",50131705
Purchased: Panel made of concrete - 1 units,30111504
Order of White latex paint,31211504
Line item: Construction steel rods,30102307
Purchased: Fresh ripe bananas - 12 units,50192102
Supply of Basmati rice 2kg,50201700
Shipment: 1 x Concrete wall unit,30111504
Order of Panel made of concrete,30111504
Purchased: 100m copper wire roll - 5 units,26121505
Acquired 12 units of Banana bunch large,50192102
Acquired 2 units of Wireless internet router,43222609
Supply of Concrete wall unit,30111504
Supply of Precast concrete slab,30111504
"Procurement request: Precast concrete slab, 2 pcs",30111504
"Invoice: Office laptop 512GB SSD, qty 12",43211503
"Procurement request: Wall coating matte white, 1 pcs",31211504
Purchased: White jasmine rice - 25 units,50201700
"Procurement request: Loose apples (kg), 25 pcs",50192101
Requisition for Interior wall paint white,31211504
Supply of Loose apples (kg),50192101
Requisition for House wiring cable,26121505
"Procurement request: Flexible wire 1.5mm, 10 pcs",26121505
"Invoice: Mild steel bars, qty 5",30102307
"Invoice: Electric cable insulated, qty 12",26121505
Order of Mild steel bars,30102307
Purchased: Yellow bananas - 2 units,50192102
Purchased: 5 litre matte paint - 1 units,31211504
Acquired 5 units of Steamed white rice,50201700
Supply of Steamed white rice,50201700
Requisition for White jasmine rice,50201700
Order of Carton of eggs,50131705
"Procurement request: Rice 5kg bag, 50 pcs",50201700
Shipment: 5 x Electric cable insulated,26121505
"Procurement request: Pro business laptop, 50 pcs",43211503
"Procurement request: Heavy concrete board, 2 pcs",30111504
"Procurement request: Cavendish bananas 1kg, 25 pcs",50192102
Shipment: 5 x Matte white emulsion 5L,31211504
Line item: Broadband router,43222609
Line item: Mild steel bars,30102307
Shipment: 5 x Pro business laptop,43211503
Supply of Fresh ripe bananas,50192102
Requisition for Long grain white rice,50201700
Dual-band WiFi 6 router for site delivery,43222609
Shipment: 10 x Panel made of concrete,30111504
Purchased: Workstation laptop - 5 units,43211503
"Procurement request: Heavy concrete board, 50 pcs",30111504
"Procurement request: Dual-band WiFi 6 router, 50 pcs",43222609
Rice 5kg bag for site delivery,50201700
Acquired 12 units of White jasmine rice,50201700
Order of Long grain white rice,50201700
Purchased: Loose apples (kg) - 5 units,50192101
Order of Electric cable insulated,26121505
Purchased: Organic bananas - 50 units,50192102
"Procurement request: Red Washington apples 1kg, 12 pcs",50192101
"Invoice: 12-pack eggs, qty 5",50131705
Acquired 5 units of Construction steel rods,30102307
Supply of Electric cable insulated,26121505
Shipment: 10 x Wall panel concrete 1x2m,30111504
Order of Steamed white rice,50201700
Requisition for Single core copper cable,26121505
Acquired 1 units of Red Washington apples 1kg,50192101
"Purchased: 14"" business notebook - 2 units",43211503
Order of Pro business laptop,43211503
Shipment: 25 x Wireless internet router,43222609
Acquired 10 units of 5 litre matte paint,31211504
White jasmine rice for site delivery,50201700
Supply of Broadband router,43222609
Purchased: Bag of green apples - 12 units,50192101
Order of Reinforcement bar bundle,30102307
Supply of White jasmine rice,50201700
Shipment: 2 x Long grain white rice,50201700
Purchased: Bag of green apples - 10 units,50192101
Line item: Pro business laptop,43211503
"Invoice: Yellow bananas, qty 25",50192102
Requisition for Single core copper cable,26121505
"Procurement request: Mild steel bars, 25 pcs",30102307
Fresh gala apples for site delivery,50192101
Acquired 2 units of Wireless internet router,43222609
Shipment: 5 x Organic apples pack,50192101
"Invoice: Gigabit router, qty 1",43222609
"Invoice: Reinforcement bar bundle, qty 10",30102307
Line item: Laptop with 16GB RAM,43211503
Acquired 5 units of White jasmine rice,50201700
Order of Office laptop 512GB SSD,43211503
Order of House wiring cable,26121505
Organic hen eggs for site delivery,50131705
Panel made of concrete for site delivery,30111504
Shipment: 10 x 100m copper wire roll,26121505
Broadband router for site delivery,43222609
Supply of Concrete wall unit,30111504
"Invoice: Pro business laptop, qty 5",43211503
Requisition for Matte white emulsion 5L,31211504
"Invoice: Panel made of concrete, qty 12",30111504
"Procurement request: Wall coating matte white, 25 pcs",31211504
Supply of Heavy concrete board,30111504
"Procurement request: Fresh white eggs, 10 pcs",50131705
Order of Gigabit router,43222609
"Procurement request: Bag of green apples, 5 pcs",50192101
Purchased: Concrete wall unit - 25 units,30111504
Requisition for Laptop with 16GB RAM,43211503
Fresh white eggs for site delivery,50131705
"Invoice: Steamed white rice, qty 2",50201700
Supply of Loose apples (kg),50192101
Shipment: 10 x Precast concrete slab,30111504
5 litre matte paint for site delivery,31211504
Line item: 5 litre matte paint,31211504
Order of Dozen large eggs,50131705
Red Washington apples 1kg for site delivery,50192101
Shipment: 50 x Office laptop 512GB SSD,43211503
Line item: 5 litre matte paint,31211504
Supply of Matte white emulsion 5L,31211504
"Invoice: Flexible wire 1.5mm, qty 2",26121505
Shipment: 12 x Broadband router,43222609
Supply of Office network router,43222609
Supply of 5 litre matte paint,31211504
Organic hen eggs for site delivery,50131705
"Procurement request: Single core copper cable, 10 pcs",26121505
"Procurement request: Wall coating matte white, 2 pcs",31211504
Acquired 5 units of Interior wall paint white,31211504
Acquired 1 units of Broadband router,43222609
Shipment: 25 x Concrete wall unit,30111504
Shipment: 5 x Concrete wall unit,30111504
Requisition for 100m copper wire roll,26121505
Acquired 50 units of Fresh gala apples,50192101
"Purchased: 14"" business notebook - 10 units",43211503
Purchased: Construction steel rods - 25 units,30102307
Order of Office laptop 512GB SSD,43211503
Organic apples pack for site delivery,50192101
Shipment: 25 x Steamed white rice,50201700
Shipment: 25 x Banana bunch large,50192102
Purchased: Heavy concrete board - 5 units,30111504
"Procurement request: Yellow bananas, 25 pcs",50192102
"Procurement request: Gigabit router, 1 pcs",43222609
Shipment: 5 x Electric cable insulated,26121505
Order of Office network router,43222609
Purchased: Dozen large eggs - 12 units,50131705
Order of Basmati rice 2kg,50201700
Line item: Organic hen eggs,50131705
Red Washington apples 1kg for site delivery,50192101
Shipment: 12 x Organic apples pack,50192101
Order of Pro business laptop,43211503
Line item: Flexible wire 1.5mm,26121505
"Procurement request: Single core copper cable, 25 pcs",26121505
"Invoice: Organic bananas, qty 1",50192102
Purchased: Gigabit router - 25 units,43222609
Requisition for House wiring cable,26121505
"Procurement request: Long grain white rice, 2 pcs",50201700
Purchased: White jasmine rice - 5 units,50201700
Line item: Gigabit router,43222609
Order of Organic apples pack,50192101
Acquired 12 units of Construction steel rods,30102307
5 litre matte paint for site delivery,31211504
5 litre matte paint for site delivery,31211504
Order of Wall coating matte white,31211504
Order of Laptop with 16GB RAM,43211503
"Invoice: Organic hen eggs, qty 10",50131705
Purchased: Pro business laptop - 10 units,43211503
"Procurement request: Long grain white rice, 10 pcs",50201700
Shipment: 50 x Heavy concrete board,30111504
Acquired 1 units of Banana bunch large,50192102
Order of Matte white emulsion 5L,31211504
Requisition for 5 litre matte paint,31211504
"Invoice: Gigabit router, qty 10",43222609
"Invoice: Loose apples (kg), qty 50",50192101
Requisition for Wireless internet router,43222609
Supply of Carton of eggs,50131705
Acquired 50 units of Cavendish bananas 1kg,50192102
Requisition for Flexible wire 1.5mm,26121505
"Invoice: Fresh ripe bananas, qty 25",50192102
"Invoice: Construction steel rods, qty 1",30102307
"Procurement request: Laptop with 16GB RAM, 50 pcs",43211503
Reinforcement bar bundle for site delivery,30102307
Acquired 12 units of Heavy concrete board,30111504
Line item: 10mm rebar,30102307
"Procurement request: Office laptop 512GB SSD, 10 pcs",43211503
Requisition for Workstation laptop,43211503
"Procurement request: Interior wall paint white, 25 pcs",31211504
Supply of Broadband router,43222609
Yellow bananas for site delivery,50192102
Single core copper cable for site delivery,26121505
Purchased: White jasmine rice - 12 units,50201700
"Invoice: Bag of green apples, qty 1",50192101
Acquired 1 units of Wall coating matte white,31211504
Shipment: 50 x Wall panel concrete 1x2m,30111504
Supply of Steamed white rice,50201700
Supply of Yellow bananas,50192102
Supply of Dozen large eggs,50131705
Order of Construction steel rods,30102307
Purchased: Pro business laptop - 2 units,43211503
Supply of 5 litre matte paint,31211504
"Invoice: Fresh ripe bananas, qty 10",50192102
Purchased: Mild steel bars - 10 units,30102307
Order of Fresh gala apples,50192101
Supply of Fresh white eggs,50131705
Line item: Dozen large eggs,50131705
Requisition for White jasmine rice,50201700
Shipment: 10 x Electric cable insulated,26121505
"Procurement request: Mild steel bars, 1 pcs",30102307
Shipment: 25 x Fresh white eggs,50131705
"Invoice: Organic bananas, qty 1",50192102
Order of 12-pack eggs,50131705
Acquired 10 units of House wiring cable,26121505
Supply of 100m copper wire roll,26121505
Line item: Flexible wire 1.5mm,26121505
"Invoice: Fresh gala apples, qty 10",50192101
Requisition for Workstation laptop,43211503
Shipment: 5 x Heavy concrete board,30111504
Line item: Yellow bananas,50192102
"Procurement request: Basmati rice 2kg, 25 pcs",50201700
Order of Wall coating matte white,31211504
Order of Pro business laptop,43211503
Purchased: Dozen large eggs - 5 units,50131705
10mm rebar for site delivery,30102307
Order of Heavy concrete board,30111504
"Procurement request: 100m copper wire roll, 12 pcs",26121505
Purchased: Precast concrete slab - 10 units,30111504
Line item: Electric cable insulated,26121505
Shipment: 5 x Dozen large eggs,50131705
"Procurement request: Steel rebars 10mm, 2 pcs",30102307
Purchased: Yellow bananas - 25 units,50192102
"Procurement request: Long grain white rice, 2 pcs",50201700
"Invoice: Basmati rice 2kg, qty 2",50201700
Line item: Organic bananas,50192102
Acquired 10 units of Loose apples (kg),50192101
Acquired 1 units of Broadband router,43222609
Purchased: Mild steel bars - 2 units,30102307
